КодНИС;НаименованиеНоменклатуры;ВидДлины;Производитель;ГОСТ;МаркаСтали;Диаметр;Диаметр;Размер2;Стенка;ТипПроизводства;РегионСклада;Склад;ИмеетсяЦенаТовара;ЦенаЗаТонну;ЦенаЗаТонну1;ЦенаЗаТонну2;ЦенаЗаМетр;ЦенаЗаМетр1;ЦенаЗаМетр2
"2318191";"ТРУБЫ х/д котл выс давл ТУ 14-3Р-55-2001, Ст12Х1МФ-ПВ, 51 * 2.5  , НК, ПНТЗ";"НК";"ПНТЗ";"ТУ 14-3Р-55-2001";"12Х1МФ-ПВ";51;51;0;2.5;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"2318254";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст10, 48 * 3  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"10";48;48;0;3;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2318302";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 219 * 12  , КР, ПНТЗ";"КР";"ПНТЗ";"8732-78, 8731-74, В";"45";219;219;0;12;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"2318321";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 426 * 14  , НК";"НК";"СТОР.ПР-ЛЬ";"8732-78, 8731-74, В";"20";426;426;0;14;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2318322";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 426 * 16  , НК";"НК";"СТОР.ПР-ЛЬ";"8732-78, 8731-74, В";"20";426;426;0;16;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2318323";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 377 * 12  , НК";"НК";"СТОР.ПР-ЛЬ";"8732-78, 8731-74, В";"20";377;377;0;12;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2318333";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст40Х, 42.5 * 6.1 * 30.3  , НБ, ПНТЗ";"НБ";"ПНТЗ";"8734-75, 8733-74, В";"40Х";42.5;42.5;30.3;6.1;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2318352";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст10, 60 * 9  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"10";60;60;0;9;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2318387";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 83 * 12  , НБ, ПНТЗ";"НБ";"ПНТЗ";"8732-78, 8731-74, В";"20";83;83;0;12;"Горячедеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";0;0;0;0;0;0
"2318393";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст45, 53 * 10  , КР, ПНТЗ";"КР";"ПНТЗ";"8734-75, 8733-74, В";"45";53;53;0;10;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"2318396";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 38 * 7  , КР, ПНТЗ";"КР";"ПНТЗ";"8734-75, 8733-74, В";"20";38;38;0;7;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"2318412";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 203 * 22  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"45";203;203;0;22;"Горячедеформированные трубы";"74";"Склад г. Челябинск (ОАО ""Пермметалл"")";"Нет";0;0;0;0;0;0
"2318412";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 203 * 22  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"45";203;203;0;22;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"2318697";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст40Х, 140 * 35  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"40Х";140;140;0;35;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2318698";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 108 * 22  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"45";108;108;0;22;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2318705";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 28 * 2  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";28;28;0;2;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2318779";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 146 * 14  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"35";146;146;0;14;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2318793";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 219 * 16  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"20";219;219;0;16;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2318824";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст50Г, 76 * 14  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"50Г";76;76;0;14;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2318852";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст45, 16 * 2.8  , НБ, ПНТЗ";"НБ";"ПНТЗ";"8734-75, 8733-74, В";"45";16;16;0;2.8;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2318878";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 70 * 2  , ТМД, ПНТЗ";"ТМД";"ПНТЗ";"8734-75, 8733-74, В";"20";70;70;0;2;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"2318918";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 140 * 12  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"20";140;140;0;12;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2318993";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 57 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"45";57;57;0;4;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2319057";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 219 * 7  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";219;219;0;7;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";76250.01;76250.01;76250.01;2790.51;2790.51;2790.51
"2319057";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 219 * 7  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";219;219;0;7;"Горячедеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";77083.34;77083.34;77083.34;2821.01;2821.01;2821.01
"2319057";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 219 * 7  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";219;219;0;7;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";78750.01;78750.01;78750.01;2882;2882;2882
"2319057";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 219 * 7  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";219;219;0;7;"Горячедеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";78750.01;78750.01;78750.01;2882;2882;2882
"2319057";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 219 * 7  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";219;219;0;7;"Горячедеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";77500.01;77500.01;77500.01;2836.26;2836.26;2836.26
"2319057";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 219 * 7  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";219;219;0;7;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"2319132";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 133 * 4  , НК";"НК";"СТОР.ПР-ЛЬ";"8732-78, 8731-74, В";"20";133;133;0;4;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";75833.34;75833.34;75833.34;964.99;964.99;964.99
"2319132";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 133 * 4  , НК";"НК";"СТОР.ПР-ЛЬ";"8732-78, 8731-74, В";"20";133;133;0;4;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";76250.01;76250.01;76250.01;970.29;970.29;970.29
"2319132";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 133 * 4  , НК";"НК";"СТОР.ПР-ЛЬ";"8732-78, 8731-74, В";"20";133;133;0;4;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"2319132";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 133 * 4  , НК";"НК";"СТОР.ПР-ЛЬ";"8732-78, 8731-74, В";"20";133;133;0;4;"Горячедеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";0;0;0;0;0;0
"2319346";"ТРУБЫ х/д толст крекинг ГОСТ 550-75 Группа Б, Ст20, 60 * 6  , НД, ПНТЗ";"НД";"ПНТЗ";"550-75, Б";"20";60;60;0;6;"Холоднодеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"2319471";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст40Х, 121 * 30  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"40Х";121;121;0;30;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";90416.68;88750.01;87083.35;6087.24;5975.04;5862.83
"2319516";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 146 * 10  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";146;146;0;10;"Горячедеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";0;0;0;0;0;0
"2319630";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст30ХГСА, 121 * 18  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"30ХГСА";121;121;0;18;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2319632";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 102 * 12  , НК, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";102;102;0;12;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2319632";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 102 * 12  , НК, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";102;102;0;12;"Горячедеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";0;0;0;0;0;0
"2319781";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст30ХГСА, 121 * 11  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"30ХГСА";121;121;0;11;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2319782";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст30ХГСА, 152 * 16  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"30ХГСА";152;152;0;16;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2319783";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст30ХГСА, 140 * 12  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"30ХГСА";140;140;0;12;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2319784";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст30ХГСА, 140 * 20  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"30ХГСА";140;140;0;20;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2319821";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 133 * 7  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"20";133;133;0;7;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";75833.34;75833.34;75833.34;1649.45;1649.45;1649.45
"2319822";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 168 * 9  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"20";168;168;0;9;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";75833.34;75833.34;75833.34;2676.15;2676.15;2676.15
"2320143";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 108 * 5  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"45";108;108;0;5;"Горячедеформированные трубы";"59";"Склад г. Пермь (ОАО ""Центральный Агроснаб"")";"Нет";0;0;0;0;0;0
"2320152";"ТРУБЫ б/ш х/д ГОСТ 9567-75, ГОСТ 8733-74 Группа В, Ст20, 40 * 3  , ОД, ПНТЗ";"ОД";"ПНТЗ";"9567-75, 8733-74, В";"20";40;40;0;3;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2320288";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст40Х, 25.4 * 3.55 * 18.3  , НБ, ПНТЗ";"НБ";"ПНТЗ";"8734-75, 8733-74, В";"40Х";25.4;25.4;18.3;3.55;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2320306";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20А, 168 * 8  , НК, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20А";168;168;0;8;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2320361";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст40Х, 127 * 6  , НК, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"40Х";127;127;0;6;"Горячедеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"2320382";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 73 * 6  , КР, ПНТЗ";"КР";"ПНТЗ";"8732-78, 8731-74, В";"20";73;73;0;6;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"2293336";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 12 * 1  , МР";"МД";"КИБЕРСТАЛЬ";"9941-81";"12Х18Н10Т";12;12;0;1;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2293336";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 12 * 1  , МР";"МД";"КИБЕРСТАЛЬ";"9941-81";"12Х18Н10Т";12;12;0;1;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"2293608";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 38 * 6  , НД";"";"КИБЕРСТАЛЬ";"9941-81";"12Х18Н10Т";38;38;0;6;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2294596";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 40 * 10  , НД, КиберСталь";"";"КИБЕРСТАЛЬ";"9941-81";"12Х18Н10Т";40;40;0;10;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2294700";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 25 * 1  , МР";"";"КИБЕРСТАЛЬ";"9941-81";"12Х18Н10Т";25;25;0;1;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2294770";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 89 * 4.5  , НД";"";"КИБЕРСТАЛЬ";"9941-81";"12Х18Н10Т";89;89;0;4.5;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2295761";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 8 * 1  , НД";"";"КИБЕРСТАЛЬ";"9941-81";"12Х18Н10Т";8;8;0;1;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"2298243";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 14В * 1.2В , ОД, КиберСталь";"";"КИБЕРСТАЛЬ";"9941-81";"12Х18Н10Т";14;14;0;1.2;"Холоднодеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";0;0;0;0;0;0
"2298392";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 38 * 1.4  , МР, КиберСталь";"";"КИБЕРСТАЛЬ";"9941-81";"12Х18Н10Т";38;38;0;1.4;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
