КодНИС;НаименованиеНоменклатуры;ВидДлины;Производитель;ГОСТ;МаркаСтали;Диаметр;Диаметр;Размер2;Стенка;ТипПроизводства;РегионСклада;Склад;ИмеетсяЦенаТовара;ЦенаЗаТонну;ЦенаЗаТонну1;ЦенаЗаТонну2;ЦенаЗаМетр;ЦенаЗаМетр1;ЦенаЗаМетр2
"299007";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;4;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"299007";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;4;"Холоднодеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";0;0;0;0;0;0
"299007";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;4;"Холоднодеформированные трубы";"59";"Склад г. Пермь (ОАО ""Центральный Агроснаб"")";"Нет";0;0;0;0;0;0
"299007";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;4;"Холоднодеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"299032";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 146 * 36  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"45";146;146;0;36;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"299068";"Труба б/ш гк КНД ТУ 14-3-190-2004, Ст20, 108 * 4  , НД, ПНТЗ";"НД";"ПНТЗ";"ТУ 14-3-190-2004";"20";108;108;0;4;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"299205";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 219 * 16  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"20";219;219;0;16;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";75833.34;75833.34;75833.34;6074.15;6074.15;6074.15
"299205";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 219 * 16  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"20";219;219;0;16;"Горячедеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";0;0;0;0;0;0
"299330";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 108 * 28  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";108;108;0;28;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";77083.34;76666.67;75833.34;4258.12;4235.11;4189.07
"299602";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 45 * 6  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";45;45;0;6;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"299943";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 95 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";95;95;0;10;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"299943";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 95 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";95;95;0;10;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";77500.01;77083.34;76250.01;1624.54;1615.81;1598.34
"299943";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 95 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";95;95;0;10;"Горячедеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"299943";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 95 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";95;95;0;10;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"299943";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 95 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";95;95;0;10;"Горячедеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";78750.01;78333.34;77500.01;1650.75;1642.01;1624.54
"299945";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 133 * 25  , МР, ПНТЗ";"МР";"ПНТЗ";"8732-78, 8731-74, В";"20";133;133;0;25;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"299953";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 180 * 20  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";180;180;0;20;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"299953";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 180 * 20  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";180;180;0;20;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"299953";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 180 * 20  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";180;180;0;20;"Горячедеформированные трубы";"59";"Склад г. Пермь (ОАО ""Центральный Агроснаб"")";"Нет";0;0;0;0;0;0
"299955";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 180 * 20  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";180;180;0;20;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"299955";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 180 * 20  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";180;180;0;20;"Горячедеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"299955";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 180 * 20  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";180;180;0;20;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"300217";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 159 * 8  , КР, ПНТЗ";"КР";"ПНТЗ";"8732-78, 8731-74, В";"20";159;159;0;8;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";76250.01;76250.01;76250.01;2271.52;2271.52;2271.52
"300264";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 2.8  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;2.8;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";149399.66;144170.67;139625.85;177.44;171.23;165.83
"300272";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 18 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";18;18;0;4;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";145980.75;143061.14;139411.62;201.61;197.57;192.53
"300272";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 18 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";18;18;0;4;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"300272";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 18 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";18;18;0;4;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"300272";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 18 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";18;18;0;4;"Холоднодеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";0;0;0;0;0;0
"300272";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 18 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";18;18;0;4;"Холоднодеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";0;0;0;0;0;0
"300288";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 34 * 7  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";34;34;0;7;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"301425";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 180 * 7  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";180;180;0;7;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"301478";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 194 * 38  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";194;194;0;38;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"301478";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 194 * 38  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";194;194;0;38;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"578394";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 8  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;8;"Горячедеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";79583.34;79583.34;79583.34;4160.71;4160.71;4160.71
"578394";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 8  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;8;"Горячедеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";80000.01;80000.01;80000.01;4182.5;4182.5;4182.5
"578394";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 8  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;8;"Горячедеформированные трубы";"74";"Склад г. Челябинск (ОАО ""Пермметалл"")";"Нет";78750.01;78750.01;78750.01;4117.14;4117.14;4117.14
"578394";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 8  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;8;"Горячедеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";81250.01;81250.01;81250.01;4247.85;4247.85;4247.85
"578394";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 8  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;8;"Горячедеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";80000.01;80000.01;80000.01;4182.5;4182.5;4182.5
"578394";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 8  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;8;"Горячедеформированные трубы";"59";"Склад г. Пермь (ОАО ""Центральный Агроснаб"")";"Нет";79583.34;79583.34;79583.34;4160.71;4160.71;4160.71
"578394";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 8  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;8;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"578506";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 168 * 45  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"20";168;168;0;45;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";75833.34;75833.34;75833.34;10351.12;10351.12;10351.12
"578575";"ТРУБЫ эл/св ГОСТ 10704-91, ГОСТ 10705-80 Группа В, Ст10, 16 * 1.5  , НК, ПНТЗ";"НК";"ПНТЗ";"10704-91, 10705-80, В";"10";16;16;0;1.5;"Электросварные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";0;0;0;0;0;0
"578626";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст30ХГСА, 219 * 30  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"30ХГСА";219;219;0;30;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"578666";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст09Г2С, 38 * 3  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"09Г2С";38;38;0;3;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"578668";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст09Г2С, 18 * 2.5  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"09Г2С";18;18;0;2.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"579187";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 152 * 25  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";152;152;0;25;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"579751";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст08Х18Н10Т, 76 * 4.5  , НД, ПНТЗ";"НД";"ПНТЗ";"9941-81";"08Х18Н10Т";76;76;0;4.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"579869";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 194 * 22  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"45";194;194;0;22;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";77500.01;77083.34;76250.01;7232.07;7193.18;7115.42
"580084";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 30 * 3  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";30;30;0;3;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"580954";"ТРУБЫ х/д котл выс давл ТУ 14-3Р-55-2001, Ст12Х1МФ, 57 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"ТУ 14-3Р-55-2001";"12Х1МФ";57;57;0;4;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"581244";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 108 * 14  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";108;108;0;14;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"585918";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 10  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;10;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"585918";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 10  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;10;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"585918";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 10  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;10;"Горячедеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"585918";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 10  , Н/МЕН, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;10;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"585922";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 12  , Н/Д, ЧТПЗ";"НД";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;12;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";78333.34;78333.34;78333.34;6050.31;6050.31;6050.31
"585926";"ТРУБЫ бесш г/д ГОСТ 8731-74.8732-78 ГР.В, Ст20, 273 * 9  , Н/Д, ЧТПЗ";"НД";"ЧТПЗ";"8732-78, 8731-74, В";"20";273;273;0;9;"Горячедеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";0;0;0;0;0;0
"585950";"ТРУБЫ эл/св прямош ГОСТ 10706-76 ГР.В, Ст17Г1С-У, 530 * 9  , Н/Д, ЧТПЗ";"НД";"ЧТПЗ";"10706-76, В";"17Г1С-У";530;530;0;9;"Электросварные трубы";"74";"Склад г. Челябинск (ООО ""АктивПром"")";"Нет";0;0;0;0;0;0
"587112";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 3.5  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;3.5;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"588846";"ТРУБЫ б/ш х/д ГОСТ 9567-75, ГОСТ 8733-74 Группа В, Ст20, 10 П * 1 П, МР, ПНТЗ";"МР";"ПНТЗ";"9567-75, 8733-74, В";"20";10;10;0;1;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"589559";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 168 * 12  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"45";168;168;0;12;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";77500.01;77083.34;76250.01;3577.81;3558.57;3520.1
"589559";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 168 * 12  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"45";168;168;0;12;"Горячедеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"589559";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст45, 168 * 12  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"45";168;168;0;12;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"590168";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 40 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";40;40;0;6;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";103130.17;101067.57;98489.32;518.83;508.46;495.49
"590168";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 40 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";40;40;0;6;"Холоднодеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";103924.18;102884.94;101845.7;522.83;517.6;512.37
"590185";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 50 * 3  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";50;50;0;3;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"590187";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 1.5  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;1.5;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"590188";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 51 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";51;51;0;6;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";97922.85;94495.55;91516.68;652.02;629.2;609.36
"590188";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 51 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";51;51;0;6;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"590188";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 51 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";51;51;0;6;"Холоднодеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"590188";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 51 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";51;51;0;6;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"590188";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 51 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";51;51;0;6;"Холоднодеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";0;0;0;0;0;0
"590188";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 51 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";51;51;0;6;"Холоднодеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";0;0;0;0;0;0
"590188";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 51 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";51;51;0;6;"Холоднодеформированные трубы";"59";"Склад г. Пермь (ОАО ""Центральный Агроснаб"")";"Нет";0;0;0;0;0;0
"590189";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 14 * 2.5  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";14;14;0;2.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";193457.85;189588.69;184752.25;137.17;134.42;130.99
"590189";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 14 * 2.5  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";14;14;0;2.5;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"590189";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 14 * 2.5  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";14;14;0;2.5;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
